Country,Code,Year,Value
Cabo Verde,CPV,2009,397876708.9
Cabo Verde,CPV,2010,382190200.5
Cabo Verde,CPV,2011,338617823.4
Cabo Verde,CPV,2012,375841714.7
Cabo Verde,CPV,2013,475334069.5
Cabo Verde,CPV,2014,510930777.5
Cabo Verde,CPV,2015,494495560.7
Cabo Verde,CPV,2016,572736752.5
Cabo Verde,CPV,2017,617362329.8
Cabo Verde,CPV,2018,606430600.3
Cabo Verde,CPV,2019,737990665.4
Cabo Verde,CPV,2020,735084797.4
Costa Rica,CRI,2000,1318296304
Costa Rica,CRI,2001,1330363591
Costa Rica,CRI,2002,1502388943
Costa Rica,CRI,2003,1840008318
Costa Rica,CRI,2004,1922625761
Costa Rica,CRI,2005,2313689169
Costa Rica,CRI,2006,3117011524
Costa Rica,CRI,2007,4115350419
Costa Rica,CRI,2008,3800532462
Costa Rica,CRI,2009,4066199745
Costa Rica,CRI,2010,4627252202
Costa Rica,CRI,2011,4755830028
Costa Rica,CRI,2012,6856696346
Costa Rica,CRI,2013,7330880579
Costa Rica,CRI,2014,7211431940
Costa Rica,CRI,2015,7833931555
Costa Rica,CRI,2016,7573806768
Costa Rica,CRI,2017,7149834514
Costa Rica,CRI,2018,7500924411
Costa Rica,CRI,2019,8937069411
Costa Rica,CRI,2020,7231533677
Cayman Islands,CYM,2018,162073506
Cayman Islands,CYM,2019,183500000
Cayman Islands,CYM,2020,216800000
Cyprus,CYP,2000,1868515473
Cyprus,CYP,2001,2396061101
Cyprus,CYP,2002,3181358209
Cyprus,CYP,2003,3450932655
Cyprus,CYP,2004,4113824037
Cyprus,CYP,2005,4429824567
Cyprus,CYP,2006,5942554137
Cyprus,CYP,2007,6506542488
Cyprus,CYP,2008,1004746547
Cyprus,CYP,2009,1281245251
Cyprus,CYP,2010,1141718898
Cyprus,CYP,2011,1187122353
Cyprus,CYP,2012,1191085646
Cyprus,CYP,2013,916261841.4
Cyprus,CYP,2014,893890213.6
Cyprus,CYP,2015,807868870.8
Cyprus,CYP,2016,812488586
Cyprus,CYP,2017,887692448.7
Cyprus,CYP,2018,924201541.5
Cyprus,CYP,2019,1033463564
Cyprus,CYP,2020,1237326347
Czech Republic,CZE,2000,13141569748
Czech Republic,CZE,2001,14463996053
Czech Republic,CZE,2002,23707071208
Czech Republic,CZE,2003,26955067824
Czech Republic,CZE,2004,28451131102
Czech Republic,CZE,2005,29553532656
Czech Republic,CZE,2006,31456871275
Czech Republic,CZE,2007,34907225299
Czech Republic,CZE,2008,37021634957
Czech Republic,CZE,2009,41608025692
Czech Republic,CZE,2010,42482660898
Czech Republic,CZE,2011,40283016691
Czech Republic,CZE,2012,44884691027
Czech Republic,CZE,2013,56217652211
Czech Republic,CZE,2014,54495067818
Czech Republic,CZE,2015,64490290734
Czech Republic,CZE,2016,85725304288
Czech Republic,CZE,2017,1.47976E+11
Czech Republic,CZE,2018,1.42512E+11
Czech Republic,CZE,2019,1.49856E+11
Czech Republic,CZE,2020,1.66117E+11
Germany,DEU,2000,87496869035
Germany,DEU,2001,82131887554
Germany,DEU,2002,89142540697
Germany,DEU,2003,96835206408
Germany,DEU,2004,97169968441
Germany,DEU,2005,1.01676E+11
Germany,DEU,2006,1.11637E+11
Germany,DEU,2007,1.35932E+11
Germany,DEU,2008,1.38564E+11
Germany,DEU,2009,1.7904E+11
Germany,DEU,2010,2.15978E+11
Germany,DEU,2011,2.34104E+11
Germany,DEU,2012,2.48856E+11
Germany,DEU,2013,1.98535E+11
Germany,DEU,2014,1.93485E+11
Germany,DEU,2015,1.73731E+11
Germany,DEU,2016,1.84031E+11
Germany,DEU,2017,1.99983E+11
Germany,DEU,2018,1.98027E+11
Germany,DEU,2019,2.24028E+11
Germany,DEU,2020,2.68409E+11
Djibouti,DJI,2000,67804571.83
Djibouti,DJI,2001,70308696.57
Djibouti,DJI,2002,73707750.59
Djibouti,DJI,2003,100129582.5
Djibouti,DJI,2004,93939056.7
Djibouti,DJI,2005,89264770.32
Djibouti,DJI,2006,120326699.2
Djibouti,DJI,2007,132137437.9
Djibouti,DJI,2008,175495410.9
Djibouti,DJI,2009,241831914.4
Djibouti,DJI,2010,248997896.3
Djibouti,DJI,2011,244112095.2
Djibouti,DJI,2012,248630000.3
Djibouti,DJI,2013,424961509.9
Djibouti,DJI,2014,393148391.7
Djibouti,DJI,2015,364857284.1
Djibouti,DJI,2016,407414266.7
Djibouti,DJI,2017,556097628.9
Djibouti,DJI,2018,454193909.7
Djibouti,DJI,2019,501857934.4
Djibouti,DJI,2020,686339280.9
Dominica,DMA,2000,29372786.74
Dominica,DMA,2001,31224517.74
Dominica,DMA,2002,45497423.66
Dominica,DMA,2003,47735245.63
Dominica,DMA,2004,42321834.56
Dominica,DMA,2005,49172196.73
Dominica,DMA,2006,63047100.26
Dominica,DMA,2007,60522068.62
Dominica,DMA,2008,55150083.36
Dominica,DMA,2009,75464032.69
Dominica,DMA,2010,76099741.29
Dominica,DMA,2011,81120934.27
Dominica,DMA,2012,94562315.38
Dominica,DMA,2013,87050886.03
Dominica,DMA,2014,101447737.7
Dominica,DMA,2015,126225919.3
Dominica,DMA,2016,221907763.5
Dominica,DMA,2017,212292574.6
Dominica,DMA,2018,191323608.3
Dominica,DMA,2019,166809123.8
Dominica,DMA,2020,176646182.4
Denmark,DNK,2000,15695951233
Denmark,DNK,2001,17702199723
Denmark,DNK,2002,27719142484
Denmark,DNK,2003,37997724766
Denmark,DNK,2004,40020822397
Denmark,DNK,2005,34028012497
Denmark,DNK,2006,31083835098
Denmark,DNK,2007,34318338718
Denmark,DNK,2008,42326707927
Denmark,DNK,2009,76617709422
Denmark,DNK,2010,76510022326
Denmark,DNK,2011,84955222078
Denmark,DNK,2012,89697829678
Denmark,DNK,2013,88676584007
Denmark,DNK,2014,75391887669
Denmark,DNK,2015,65185093406
Denmark,DNK,2016,64215805620
Denmark,DNK,2017,75244445866
Denmark,DNK,2018,70942078374
Denmark,DNK,2019,66835547934
Denmark,DNK,2020,72823350927
Dominican Republic,DOM,2000,632133042.1
Dominican Republic,DOM,2001,1104534583
Dominican Republic,DOM,2002,474683747.7
Dominican Republic,DOM,2003,279543949.8
Dominican Republic,DOM,2004,826423251
Dominican Republic,DOM,2005,1929853895
Dominican Republic,DOM,2006,2275420935
Dominican Republic,DOM,2007,3044764601
Dominican Republic,DOM,2008,2694510025
Dominican Republic,DOM,2009,3580178696
Dominican Republic,DOM,2010,3874458747
Dominican Republic,DOM,2011,4114429337
Dominican Republic,DOM,2012,3558641726
Dominican Republic,DOM,2013,4700626508
Dominican Republic,DOM,2014,4861785572
Dominican Republic,DOM,2015,5266043354
Dominican Republic,DOM,2016,6134227407
Dominican Republic,DOM,2017,6872905749
Dominican Republic,DOM,2018,7717561574
Dominican Republic,DOM,2019,8870942286
Dominican Republic,DOM,2020,10844812012
Algeria,DZA,2000,13556106802
Algeria,DZA,2001,19625060613
Algeria,DZA,2002,25151012703
Algeria,DZA,2003,35454600266
Algeria,DZA,2004,45691652467
Algeria,DZA,2005,59167068864
Algeria,DZA,2006,81462730475
Algeria,DZA,2007,1.14972E+11
Algeria,DZA,2008,1.48099E+11
Algeria,DZA,2009,1.55112E+11
Algeria,DZA,2010,1.70461E+11
Algeria,DZA,2011,1.91369E+11
Algeria,DZA,2012,2.00587E+11
Algeria,DZA,2013,2.01437E+11
Algeria,DZA,2014,1.86351E+11
Algeria,DZA,2015,1.50595E+11
Algeria,DZA,2016,1.20788E+11
Algeria,DZA,2017,1.04853E+11
Algeria,DZA,2018,87382910154
Algeria,DZA,2019,71795950715
Algeria,DZA,2020,59434389110
Ecuador,ECU,2000,1178958456
Ecuador,ECU,2001,1073533298
Ecuador,ECU,2002,1004402766
Ecuador,ECU,2003,1165340428
Ecuador,ECU,2004,1439913955
Ecuador,ECU,2005,2147944603
Ecuador,ECU,2006,2026480314
Ecuador,ECU,2007,3520672992
Ecuador,ECU,2008,4472854631
Ecuador,ECU,2009,3792122232
Ecuador,ECU,2010,2622493356
Ecuador,ECU,2011,2957999384
Ecuador,ECU,2012,2486036144
Ecuador,ECU,2013,4345840333
Ecuador,ECU,2014,3941357098
Ecuador,ECU,2015,2487276600
Ecuador,ECU,2016,4215553160
Ecuador,ECU,2017,2169697857
Ecuador,ECU,2018,2158694032
Ecuador,ECU,2019,2940235064
Ecuador,ECU,2020,6569460539
"Egypt, Arab Rep.",EGY,2000,13785040868
"Egypt, Arab Rep.",EGY,2001,13598234040
"Egypt, Arab Rep.",EGY,2002,14076054423
"Egypt, Arab Rep.",EGY,2003,14603576021
"Egypt, Arab Rep.",EGY,2004,15338514717
"Egypt, Arab Rep.",EGY,2005,21856784929
"Egypt, Arab Rep.",EGY,2006,26006845068
"Egypt, Arab Rep.",EGY,2007,32214421786
"Egypt, Arab Rep.",EGY,2008,34330505048
"Egypt, Arab Rep.",EGY,2009,34896678266
"Egypt, Arab Rep.",EGY,2010,37028506135
"Egypt, Arab Rep.",EGY,2011,18637541110
"Egypt, Arab Rep.",EGY,2012,15672467971
"Egypt, Arab Rep.",EGY,2013,16536236826
"Egypt, Arab Rep.",EGY,2014,14926998052
"Egypt, Arab Rep.",EGY,2015,15858887326
"Egypt, Arab Rep.",EGY,2016,23642691706
"Egypt, Arab Rep.",EGY,2017,36400242556
"Egypt, Arab Rep.",EGY,2018,41839242991
"Egypt, Arab Rep.",EGY,2019,44568837112
"Egypt, Arab Rep.",EGY,2020,38972812937
Euro area,EMU,2000,3.5198E+11
Euro area,EMU,2001,3.4605E+11
Euro area,EMU,2002,3.83933E+11
Euro area,EMU,2003,3.87351E+11
Euro area,EMU,2004,3.8279E+11
Euro area,EMU,2005,3.7753E+11
Euro area,EMU,2006,4.29171E+11
Euro area,EMU,2007,5.10183E+11
Euro area,EMU,2008,5.2244E+11
Euro area,EMU,2009,6.60335E+11
Euro area,EMU,2010,7.87898E+11
Euro area,EMU,2011,8.47726E+11
Euro area,EMU,2012,9.09438E+11
Euro area,EMU,2013,7.484E+11
Euro area,EMU,2014,7.45741E+11
Euro area,EMU,2015,7.01553E+11
Euro area,EMU,2016,7.41791E+11
Euro area,EMU,2017,8.02686E+11
Euro area,EMU,2018,8.22526E+11
Euro area,EMU,2019,9.14227E+11
Euro area,EMU,2020,1.07793E+12
Eritrea,ERI,2000,36131624.54
Eritrea,ERI,2001,50449873.4
Eritrea,ERI,2002,30282531.92
Eritrea,ERI,2003,24707771.97
Eritrea,ERI,2004,34746846.59
Eritrea,ERI,2005,27944199.05
Eritrea,ERI,2006,23576837.33
Eritrea,ERI,2007,32407629.66
Eritrea,ERI,2008,56020972.23
Eritrea,ERI,2009,90010612.77
Eritrea,ERI,2010,114149602.7
Eritrea,ERI,2011,115328815.9
Eritrea,ERI,2012,132764717.8
Eritrea,ERI,2013,133338047.5
Eritrea,ERI,2014,151753160.4
Eritrea,ERI,2015,145070693.2
Eritrea,ERI,2016,145371150.9
Eritrea,ERI,2017,143412422.7
Eritrea,ERI,2018,163033689.4
Eritrea,ERI,2019,191694416.4
Spain,ESP,2000,35607623345
Spain,ESP,2001,34235520830
Spain,ESP,2002,40303470181
Spain,ESP,2003,26809451669
Spain,ESP,2004,19758627233
Spain,ESP,2005,17227460742
Spain,ESP,2006,19339948067
Spain,ESP,2007,19028952268
Spain,ESP,2008,20288388624
Spain,ESP,2009,28051366380
Spain,ESP,2010,31871836373
Spain,ESP,2011,46704835357
Spain,ESP,2012,50588475477
Spain,ESP,2013,46335465038
Spain,ESP,2014,50411846512
Spain,ESP,2015,53973842236
Spain,ESP,2016,63039926529
Spain,ESP,2017,69400198866
Spain,ESP,2018,70633189428
Spain,ESP,2019,74731427284
Spain,ESP,2020,81287702461
Estonia,EST,2000,922839655.6
Estonia,EST,2001,822453577.6
Estonia,EST,2002,1003157301
Estonia,EST,2003,1376698670
Estonia,EST,2004,1791730277
Estonia,EST,2005,1947311947
Estonia,EST,2006,2786325227
Estonia,EST,2007,3269362367
Estonia,EST,2008,3971834389
Estonia,EST,2009,3980641013
Estonia,EST,2010,2567138087
Estonia,EST,2011,207115695.5
Estonia,EST,2012,300659803.2
Estonia,EST,2013,314406126.7
Estonia,EST,2014,436832954.5
Estonia,EST,2015,414798362.4
Estonia,EST,2016,352140743.4
Estonia,EST,2017,345036507.9
Estonia,EST,2018,755005588.3
Estonia,EST,2019,1426439025
Estonia,EST,2020,1996892749
Ethiopia,ETH,2000,362554236.6
Ethiopia,ETH,2001,489895094.9
Ethiopia,ETH,2002,965896480.1
Ethiopia,ETH,2003,955608348.1
Ethiopia,ETH,2004,1496784362
Ethiopia,ETH,2005,1042595212
Ethiopia,ETH,2006,867438393.6
Ethiopia,ETH,2007,1289865496
Ethiopia,ETH,2008,870502510.2
Ethiopia,ETH,2009,1780874214
Ethiopia,ETH,2010,2241164556
Ethiopia,ETH,2011,2837310958
Ethiopia,ETH,2012,2301655548
Ethiopia,ETH,2013,2363513607
Ethiopia,ETH,2014,3525244981
Ethiopia,ETH,2015,3835287576
Ethiopia,ETH,2016,3030943951
Ethiopia,ETH,2017,3045571315
Ethiopia,ETH,2018,3987464166
Ethiopia,ETH,2019,2992704275
Ethiopia,ETH,2020,3046114359
Finland,FIN,2000,8409731733
Finland,FIN,2001,8419388663
Finland,FIN,2002,9825470848
Finland,FIN,2003,11172946882
Finland,FIN,2004,12913570497
Finland,FIN,2005,11331633301
Finland,FIN,2006,7498639358
Finland,FIN,2007,8380474053
Finland,FIN,2008,8353577867
Finland,FIN,2009,11428834792
Finland,FIN,2010,9547427725
Finland,FIN,2011,10276057418
Finland,FIN,2012,11082344912
Finland,FIN,2013,11272356806
Finland,FIN,2014,10679250780
Finland,FIN,2015,10016275637
Finland,FIN,2016,10465361380
Finland,FIN,2017,10506846392
Finland,FIN,2018,10309164187
Finland,FIN,2019,11426621293
Finland,FIN,2020,13479975777
Fiji,FJI,2000,412013921.2
Fiji,FJI,2001,366383704.1
Fiji,FJI,2002,358935030.8
Fiji,FJI,2003,423606706.3
Fiji,FJI,2004,483077920
Fiji,FJI,2005,321301682
Fiji,FJI,2006,313300289
Fiji,FJI,2007,528272571.1
Fiji,FJI,2008,322181205
Fiji,FJI,2009,570005077.9
Fiji,FJI,2010,720523356.8
Fiji,FJI,2011,833453464.2
Fiji,FJI,2012,921305920.6
Fiji,FJI,2013,941826993.4
Fiji,FJI,2014,916407090.6
Fiji,FJI,2015,918959350.4
Fiji,FJI,2016,908823039.8
Fiji,FJI,2017,1116363704
Fiji,FJI,2018,947653331.9
Fiji,FJI,2019,1043304264
France,FRA,2000,63728079968
France,FRA,2001,58637344264
France,FRA,2002,61696755317
France,FRA,2003,70762382919
France,FRA,2004,77353273269
France,FRA,2005,74359915676
France,FRA,2006,98239163383
France,FRA,2007,1.15487E+11
France,FRA,2008,1.03306E+11
France,FRA,2009,1.31786E+11
France,FRA,2010,1.65852E+11
France,FRA,2011,1.6849E+11
France,FRA,2012,1.84522E+11
France,FRA,2013,1.45161E+11
France,FRA,2014,1.43977E+11
France,FRA,2015,1.38199E+11
France,FRA,2016,1.45866E+11
France,FRA,2017,1.56322E+11
France,FRA,2018,1.66483E+11
France,FRA,2019,1.89006E+11
France,FRA,2020,2.24236E+11
"Micronesia, Fed. Sts.",FSM,2000,113047175.6
"Micronesia, Fed. Sts.",FSM,2001,98330197.78
"Micronesia, Fed. Sts.",FSM,2002,117391173.1
"Micronesia, Fed. Sts.",FSM,2003,89607067.38
"Micronesia, Fed. Sts.",FSM,2004,54838730.41
"Micronesia, Fed. Sts.",FSM,2005,49953309.04
"Micronesia, Fed. Sts.",FSM,2006,46622757.94
"Micronesia, Fed. Sts.",FSM,2007,48479465.98
"Micronesia, Fed. Sts.",FSM,2008,39986224.52
"Micronesia, Fed. Sts.",FSM,2009,55718614.22
"Micronesia, Fed. Sts.",FSM,2010,55763850.9
"Micronesia, Fed. Sts.",FSM,2011,75062413.21
"Micronesia, Fed. Sts.",FSM,2012,76796329.99
"Micronesia, Fed. Sts.",FSM,2013,84343095.8
"Micronesia, Fed. Sts.",FSM,2014,114124949.5
"Micronesia, Fed. Sts.",FSM,2015,135114898.3
"Micronesia, Fed. Sts.",FSM,2016,156984836.4
"Micronesia, Fed. Sts.",FSM,2017,203718873.5
"Micronesia, Fed. Sts.",FSM,2018,203528219.2
"Micronesia, Fed. Sts.",FSM,2019,397158244.6
Gabon,GAB,2000,193613824.3
Gabon,GAB,2001,13399793.74
Gabon,GAB,2002,144051938.5
Gabon,GAB,2003,201927545.2
Gabon,GAB,2004,449046100.9
Gabon,GAB,2005,675149856.2
Gabon,GAB,2006,1121592476
Gabon,GAB,2007,1237944498
Gabon,GAB,2008,1934656663
Gabon,GAB,2009,1993241390
Gabon,GAB,2010,1735883130
Gabon,GAB,2011,2157316879
Gabon,GAB,2012,2351562307
Gabon,GAB,2013,3003573133
Gabon,GAB,2014,2478480388
Gabon,GAB,2015,1863120981
Gabon,GAB,2016,789346604.5
Gabon,GAB,2017,965054219.2
Gabon,GAB,2018,1321051089
Gabon,GAB,2019,1371973833
United Kingdom,GBR,2000,50939389681
United Kingdom,GBR,2001,47417467709
United Kingdom,GBR,2002,54959281999
United Kingdom,GBR,2003,56349681040
United Kingdom,GBR,2004,62138194999
United Kingdom,GBR,2005,59135108205
United Kingdom,GBR,2006,63823577314
United Kingdom,GBR,2007,77715465907
United Kingdom,GBR,2008,64785716443
United Kingdom,GBR,2009,79453490100
United Kingdom,GBR,2010,98025460114
United Kingdom,GBR,2011,1.09734E+11
United Kingdom,GBR,2012,1.17157E+11
United Kingdom,GBR,2013,1.1875E+11
United Kingdom,GBR,2014,1.24487E+11
United Kingdom,GBR,2015,1.48109E+11
United Kingdom,GBR,2016,1.34932E+11
United Kingdom,GBR,2017,1.50858E+11
United Kingdom,GBR,2018,1.72658E+11
United Kingdom,GBR,2019,1.73569E+11
United Kingdom,GBR,2020,1.80054E+11
Georgia,GEO,2000,115965903.6
Georgia,GEO,2001,161941585.5
Georgia,GEO,2002,202176074.1
Georgia,GEO,2003,196198029.7
Georgia,GEO,2004,386676416.9
Georgia,GEO,2005,478637800.6
Georgia,GEO,2006,930833393.9
Georgia,GEO,2007,1361156504
Georgia,GEO,2008,1480157559
Georgia,GEO,2009,2110323626
Georgia,GEO,2010,2263794873
Georgia,GEO,2011,2818191101
Georgia,GEO,2012,2872949024
Georgia,GEO,2013,2823383516
Georgia,GEO,2014,2699169280
Georgia,GEO,2015,2520721328
Georgia,GEO,2016,2756383663
Georgia,GEO,2017,3038762324
Georgia,GEO,2018,3289463517
Georgia,GEO,2019,3505823162
Georgia,GEO,2020,3913274195
Ghana,GHA,2000,308900898.4
Ghana,GHA,2001,375936405.5
Ghana,GHA,2002,636059800
Ghana,GHA,2003,1470061310
Ghana,GHA,2004,1749729259
Ghana,GHA,2005,1897057040
Ghana,GHA,2006,2268926567
Ghana,GHA,2007,2218311348
Ghana,GHA,2008,2014205287
Ghana,GHA,2009,3691822335
Ghana,GHA,2010,5158151629
Ghana,GHA,2011,5913600037
Ghana,GHA,2012,5835098328
Ghana,GHA,2013,5587739126
Ghana,GHA,2014,5563709271
Ghana,GHA,2015,5742645886
Ghana,GHA,2016,5866729596
Ghana,GHA,2017,7015187160
Ghana,GHA,2018,6294851564
Ghana,GHA,2019,7563210341
Ghana,GHA,2020,7884091539
Guinea,GIN,2000,167593505.2
Guinea,GIN,2001,208565056.9
Guinea,GIN,2002,263312234.5
Guinea,GIN,2003,281862972.1
Guinea,GIN,2004,111780254.7
Guinea,GIN,2005,96326734.16
Guinea,GIN,2006,39685709.65
Guinea,GIN,2007,46811611.56
Guinea,GIN,2008,55670498.07
Guinea,GIN,2009,414058705.5
Guinea,GIN,2010,301523167
Guinea,GIN,2011,947127106
Guinea,GIN,2012,762910589.2
Guinea,GIN,2013,853868946.5
Guinea,GIN,2014,983956002.3
Guinea,GIN,2015,654251935.8
Guinea,GIN,2016,803901252.9
Guinea,GIN,2017,942834196.9
Guinea,GIN,2018,1205167153
Guinea,GIN,2019,1417701131
"Gambia, The",GMB,2000,109431118.9
"Gambia, The",GMB,2001,106013174.4
"Gambia, The",GMB,2002,106877406.7
"Gambia, The",GMB,2003,59306559.03
"Gambia, The",GMB,2004,83774361.47
"Gambia, The",GMB,2005,98312848.54
"Gambia, The",GMB,2006,120615997.8
"Gambia, The",GMB,2007,142784444.7
"Gambia, The",GMB,2008,116517123
"Gambia, The",GMB,2009,224175097.1
"Gambia, The",GMB,2010,201627626.7
"Gambia, The",GMB,2011,223241852.8
"Gambia, The",GMB,2012,236241441.1
"Gambia, The",GMB,2013,210553598.7
"Gambia, The",GMB,2014,159330829.4
"Gambia, The",GMB,2015,111040203.2
"Gambia, The",GMB,2016,87635582.42
"Gambia, The",GMB,2017,169969976.5
"Gambia, The",GMB,2018,191773261
Equatorial Guinea,GNQ,2000,23008388.64
Equatorial Guinea,GNQ,2001,70851809.33
Equatorial Guinea,GNQ,2002,88540317.13
Equatorial Guinea,GNQ,2003,237691328.6
Equatorial Guinea,GNQ,2004,944982405.4
Equatorial Guinea,GNQ,2005,2102494662
Equatorial Guinea,GNQ,2006,3066739319
Equatorial Guinea,GNQ,2007,3845916300
Equatorial Guinea,GNQ,2008,4431191816
Equatorial Guinea,GNQ,2009,3251937926
Equatorial Guinea,GNQ,2010,2346355216
Equatorial Guinea,GNQ,2011,3053840572
Equatorial Guinea,GNQ,2012,4396979377
Equatorial Guinea,GNQ,2013,4566537481
Equatorial Guinea,GNQ,2014,2906843391
Equatorial Guinea,GNQ,2015,1205154516
Equatorial Guinea,GNQ,2016,62307444.14
Equatorial Guinea,GNQ,2017,45502925.11
Equatorial Guinea,GNQ,2018,48929813.61
Equatorial Guinea,GNQ,2019,40816834.6
Greece,GRC,2000,14594006579
Greece,GRC,2001,6244166654
Greece,GRC,2002,9431530975
Greece,GRC,2003,5801377075
Greece,GRC,2004,2707782609
Greece,GRC,2005,2287009893
Greece,GRC,2006,2849953559
Greece,GRC,2007,3647605325
Greece,GRC,2008,3489670238
Greece,GRC,2009,5486122598
Greece,GRC,2010,6352405963
Greece,GRC,2011,6743416891
Greece,GRC,2012,7255024355
Greece,GRC,2013,5763071364
Greece,GRC,2014,6236284819
Greece,GRC,2015,6027606781
Greece,GRC,2016,6851247713
Greece,GRC,2017,7803722132
Greece,GRC,2018,7578500699
Greece,GRC,2019,8507452887
Greece,GRC,2020,11931180005
Grenada,GRD,2000,57660000
Grenada,GRD,2001,63941398.74
Grenada,GRD,2002,87842777.41
Grenada,GRD,2003,83225917.7
Grenada,GRD,2004,121728059.7
Grenada,GRD,2005,94252920.21
Grenada,GRD,2006,99961392.63
Grenada,GRD,2007,110569734.8
Grenada,GRD,2008,105341634.3
Grenada,GRD,2009,129078999.9
Grenada,GRD,2010,119154979.9
Grenada,GRD,2011,120710917.7
Grenada,GRD,2012,119485006.8
Grenada,GRD,2013,150571015.9
Grenada,GRD,2014,169949409.7
Grenada,GRD,2015,197973503.3
Grenada,GRD,2016,207689282.8
Grenada,GRD,2017,199125887.3
Grenada,GRD,2018,233815853.8
Grenada,GRD,2019,236325345.1
Grenada,GRD,2020,293320432.2
Guatemala,GTM,2000,1805677837
Guatemala,GTM,2001,2352244046
Guatemala,GTM,2002,2373309197
Guatemala,GTM,2003,2924966748
Guatemala,GTM,2004,3522289948
Guatemala,GTM,2005,3777008774
Guatemala,GTM,2006,4055245981
Guatemala,GTM,2007,4314534130
Guatemala,GTM,2008,4653932355
Guatemala,GTM,2009,5204831200
Guatemala,GTM,2010,5948553459
Guatemala,GTM,2011,6174185213
Guatemala,GTM,2012,6693770271
Guatemala,GTM,2013,7269204344
Guatemala,GTM,2014,7330866098
Guatemala,GTM,2015,7745916506
Guatemala,GTM,2016,9152627961
Guatemala,GTM,2017,11765104231
Guatemala,GTM,2018,12583121642
Guatemala,GTM,2019,14784046765
Guatemala,GTM,2020,18463562202
Guyana,GUY,2000,304956641
Guyana,GUY,2001,287255329.3
Guyana,GUY,2002,284472829.5
Guyana,GUY,2003,276387312.1
Guyana,GUY,2004,231844788.1
Guyana,GUY,2005,251872586.4
Guyana,GUY,2006,279636390.8
Guyana,GUY,2007,313007749.4
Guyana,GUY,2008,355913639.7
Guyana,GUY,2009,631410304.7
Guyana,GUY,2010,782063529.8
Guyana,GUY,2011,801777696.1
Guyana,GUY,2012,864028135.1
Guyana,GUY,2013,783621040.9
Guyana,GUY,2014,667925088.8
Guyana,GUY,2015,531887027.9
Guyana,GUY,2016,580981472.7
Guyana,GUY,2017,565363504.4
Guyana,GUY,2018,518509369.5
Guyana,GUY,2019,573446281.4
Guyana,GUY,2020,680986959.7
"Hong Kong SAR, China",HKG,2000,1.0756E+11
"Hong Kong SAR, China",HKG,2001,1.11174E+11
"Hong Kong SAR, China",HKG,2002,1.11919E+11
"Hong Kong SAR, China",HKG,2003,1.18388E+11
"Hong Kong SAR, China",HKG,2004,1.23569E+11
"Hong Kong SAR, China",HKG,2005,1.24278E+11
"Hong Kong SAR, China",HKG,2006,1.33211E+11
"Hong Kong SAR, China",HKG,2007,1.52693E+11
"Hong Kong SAR, China",HKG,2008,1.82527E+11
"Hong Kong SAR, China",HKG,2009,2.55841E+11
"Hong Kong SAR, China",HKG,2011,2.85399E+11
"Hong Kong SAR, China",HKG,2012,3.17362E+11
"Hong Kong SAR, China",HKG,2013,3.1121E+11
"Hong Kong SAR, China",HKG,2014,3.28517E+11
"Hong Kong SAR, China",HKG,2015,3.58773E+11
"Hong Kong SAR, China",HKG,2016,3.86293E+11
"Hong Kong SAR, China",HKG,2017,4.31442E+11
"Hong Kong SAR, China",HKG,2018,4.2462E+11
"Hong Kong SAR, China",HKG,2019,4.4135E+11
"Hong Kong SAR, China",HKG,2020,4.91776E+11
Honduras,HND,2000,1318911702
Honduras,HND,2001,1421477788
Honduras,HND,2002,1531434579
Honduras,HND,2003,1438959956
Honduras,HND,2004,1979756033
Honduras,HND,2005,2338186933
Honduras,HND,2006,2642084906
Honduras,HND,2007,2545868542
Honduras,HND,2008,2491985115
Honduras,HND,2009,2109755373
Honduras,HND,2010,2701658714
Honduras,HND,2011,2783412546
Honduras,HND,2012,2531802699
Honduras,HND,2013,3008344136
Honduras,HND,2014,3458313626
Honduras,HND,2015,3754265678
Honduras,HND,2016,3813545536
Honduras,HND,2017,4708097401
Honduras,HND,2018,4769082162
Honduras,HND,2019,5744253369
Honduras,HND,2020,8138457728
Croatia,HRV,2000,3524350092
Croatia,HRV,2001,4703235110
Croatia,HRV,2002,5884888204
Croatia,HRV,2003,8190523098
Croatia,HRV,2004,8758177308
Croatia,HRV,2005,8800316451
Croatia,HRV,2006,11487840811
Croatia,HRV,2007,13674518993
Croatia,HRV,2008,12957286637
Croatia,HRV,2009,14894514532
Croatia,HRV,2010,14132506400
Croatia,HRV,2011,14483805262
Croatia,HRV,2012,14807134321
Croatia,HRV,2013,17766773440
Croatia,HRV,2014,15423620716
Croatia,HRV,2015,14966894623
Croatia,HRV,2016,14244345198
Croatia,HRV,2017,18818215999
Croatia,HRV,2018,19991304928
Croatia,HRV,2019,20770636600
Croatia,HRV,2020,23253815166
Haiti,HTI,2000,182507938.1
Haiti,HTI,2001,141791474
Haiti,HTI,2002,82171314
Haiti,HTI,2003,62581880.5
Haiti,HTI,2004,189071925.4
Haiti,HTI,2005,219055947.4
Haiti,HTI,2006,367815247
Haiti,HTI,2007,582010074.4
Haiti,HTI,2008,705361460.2
Haiti,HTI,2009,1053347290
Haiti,HTI,2010,1893092124
Haiti,HTI,2011,1882129273
Haiti,HTI,2012,2165695373
Haiti,HTI,2013,2518080373
Haiti,HTI,2014,2034929862
Haiti,HTI,2015,1977646797
Haiti,HTI,2016,2174226509
Haiti,HTI,2017,2410456439
